App,Category,Rating,Reviews,Size in KB,Price,Content Rating,Current Version,Number of Languages
,None,0.0,0,0,0.0,Unrated,,1
Snake.io - Worm.io - Agar Slither Snake Battle,Entertainment,4.5,5768,61143,0.0,Everyone,1.0.5,1
TIME LOCKER - Shooter,Game,4.5,627,55975,0.0,Everyone 10+,1.6.1,10
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Color Pop Free - Selective Color Splash Effects and Black & White Photography Editor,Photo & Video,4.0,352,5553,0.0,Everyone,1.0.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
3D Dubai Parking Simulator Drive Real Extreme Super Sports Car,Game,4.5,166,306912,0.0,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
iOAK,Education,0.0,0,3393,1.99,Everyone,1.1.1,2
diep.io,Game,4.0,9397,32992,0.0,Everyone 10+,1.2.4,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
New Star Soccer G-Story,Game,3.5,9,82401,0.99,Everyone,1.0.5,1
,None,0.0,0,0,0.0,Unrated,,1
Toca Life: Vacation,Education,4.5,1730,300401,2.99,Everyone,1.0.3,18
Blade Sliders,Game,4.0,136,118496,0.0,Teen,1.0.0,11
Limite Limite,Game,0.0,0,15981,0.0,Mature 17+,3.3,1
NBA 2K17,Game,3.0,2408,2950687,7.99,Everyone,1.07,1
kubic,Game,4.0,30,334576,1.99,Everyone,1.6,12
The Secret To Money,Lifestyle,4.5,715,25714,4.99,Everyone,1.1.4,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
英雄Q传-穿越回合制卡牌手游，梦幻般的剧情，开启3D热血传奇人生,Game,0.0,0,313449,0.0,Everyone,1.0.1,1
脱出ゲーム 体育館からの脱出【学校脱出シリーズ5弾】,Game,0.0,0,69318,0.0,Everyone,1.2.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
街机格斗王,Game,5.0,1,301804,0.0,Everyone 10+,1.6.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Collageable PRO - Photo Collage,Photo & Video,4.0,202,69005,1.99,Everyone,1.2,11
,None,0.0,0,0,0.0,Unrated,,1
RedStory - Little Red Riding Hood,Game,3.5,185,251451,0.0,Everyone,1.2.0,24
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Triennale Game Collection,Game,2.5,56,427578,0.0,Everyone 10+,1.8,2
,None,0.0,0,0,0.0,Unrated,,1
Smart Matches ~ Puzzles with Matchsticks,Game,5.0,1,28306,0.0,Everyone,1.1,15
Fight List,Game,3.5,4702,38133,0.0,Everyone,2.29.0,3
,None,0.0,0,0,0.0,Unrated,,1
Skyscrapers by Tinybop,Education,3.0,127,208843,2.99,Everyone,1.1.0,58
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Quell Zen+,Game,5.0,73,98282,2.99,Everyone,1.01,1
IllumiMoji,Books & Reference,3.0,14,20946,0.99,Mature 17+,1.2,1
TRANSPORT MODS for MINECRAFT Pc EDITION,Maps & Navigation,4.5,754,32416,1.99,Everyone,1.02,2
Hand of God - Top Clicker & Tap Games,Game,4.5,5141,162750,0.0,Teen,1.4,1
DINOSAUR MOD FOR MINECRAFT PC EDITION - MODS POCKET GUIDE,Books & Reference,4.0,413,27295,1.99,Everyone,1.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Slots: VIP Deluxe Slots Machines - Free Slot Games,Game,5.0,2732,169353,0.0,Teen,1.112,10
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
微火车票-查机票订酒店春运特价随行,Travel & Local,0.0,0,48801,0.99,Everyone,2.2,1
好きになったら負け。　完全無料！女性向けイケメン恋愛ゲーム,Game,1.0,1,37828,0.0,Everyone 10+,1.1.0,16
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Dr. Panda Farm,Education,4.0,28,98934,2.99,Everyone,1.0,20
Dr. Panda Hoopa City 2,Education,4.5,31,170365,3.99,Everyone,1.2,20
Mystic Messenger,Game,4.5,6754,405535,0.0,Teen,1.7.5,1
Fancy Cats,Game,4.5,966,281761,0.0,Everyone,2.7.2,1
车轮车友会—汇集养车、洗车、代驾、汽车头条、汽车用品的车友聊天分享之家,Lifestyle,0.0,0,53552,0.0,Mature 17+,3.3.3,2
,None,0.0,0,0,0.0,Unrated,,1
Anime Power FX,Photo & Video,4.5,807,97897,0.0,Everyone 10+,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Tankio - Battle Arena,Game,4.0,4513,53370,0.0,Everyone,1.3.7,1
3D GUNS MOD FOR MINECRAFT PC EDITION - GUN MODS POCKET GUIDE,Utilities,4.5,268,19122,1.99,Everyone,1.0,1
Glitch Fixers - The Powerpuff Girls,Game,4.0,89,272637,0.0,Everyone 10+,1.0.1,1
Mystery Tales: Her Own Eyes HD - A Hidden Object Mystery (Full),Game,4.5,104,1452132,6.99,Everyone 10+,1.0.2,4
Dark Romance: Kingdom of Death HD - A Hidden Object Adventure (Full),Game,4.5,79,1805248,6.99,Everyone 10+,1.0.0,4
Final Cut: Fade To Black - A Mystery Hidden Object Game (Full),Game,4.5,49,1143723,6.99,Everyone 10+,1.0.0,4
Slots: Get Rich Slot Machines Casino Slot Games,Game,5.0,1168,170819,0.0,Teen,1.117,10
"自动证件照 - 智能证件照相机美图美颜编辑,制作学生证件照",Photo & Video,3.0,9,9305,0.99,Everyone,2.2,1
Football Heroes PRO 2017 - featuring NFL Players,Game,4.0,691,141317,0.0,Everyone 10+,1.3,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
天天萌斗—超级萌红将免费领取，上千少年超级英雄形象，让你在多次元大陆享受卡牌萌斗罗乐趣,Game,0.0,0,218665,0.99,Everyone,1.2,2
,None,0.0,0,0,0.0,Unrated,,1
Hoverboard Simulator - Endless Hover Board Race,Game,4.0,203,34868,0.0,Everyone,1.2,1
Can You Dab?,Game,4.0,2601,73590,0.0,Everyone,2.0,1
これやったことない人いる？,Game,0.0,0,12624,0.0,Everyone,1.0.0,2
鴨川等間隔の法則,Game,0.0,0,15758,0.0,Everyone,1.0.0,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Face Effects & Filters,Entertainment,3.0,97,13231,0.0,Everyone,1.6,1
不思議雑貨店ローズ ～ほのぼの再建記～,Game,5.0,1,105900,0.0,Everyone,1.0.5,4
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
多纳餐厅2,Education,0.0,0,104617,2.99,Everyone,3.1,1
VR-Crazy Car Traffic Racing,Game,2.0,10,210149,0.0,Everyone,1.11,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Shopping Mall Girl - Dress Up & Style Game,Game,4.5,2332,267441,0.0,Everyone,1.5.0,11
,None,0.0,0,0,0.0,Unrated,,1
坦克新纪元——经典红警狂热回归,Game,0.0,0,53628,0.0,Everyone,1.01,0
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Piggy Show,Game,4.5,53,265478,0.0,Everyone,1.0.3,1
Nightgate,Game,4.5,947,153664,4.99,Everyone,1.0.1,10
女の子のための女子トレンドまとめアプリ-ウーマガジン-,Catalogs,0.0,0,9242,0.0,Everyone 10+,1.8,1
,None,0.0,0,0,0.0,Unrated,,1
Tank War - Geometry Go Shot Color Dot.IO,Game,4.5,24760,32032,0.0,Everyone,1.4,31
マッチングならSecret- 友達・恋人探しSNS,Social,0.0,0,34893,0.0,Mature 17+,1.2,1
Change My Location,Utilities,2.0,165,975,0.99,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
極限ドリブル～神の子 edition～,Game,0.0,0,18325,0.0,Everyone,1.0.0,2
Jazza's Arty Games,Game,4.5,127,314591,2.99,Everyone 10+,2,1
Agatha Christie - The ABC Murders (FULL),Game,4.0,80,1104092,6.99,Teen,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
牛タン牛タン牛タンタン,Game,0.0,0,23534,0.0,Everyone,1.0.0,2
精度93％ 絶望の心理テスト,Lifestyle,1.0,1,28856,0.0,Teen,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
Eden: The Game - Build Your Village!,Game,4.0,823,148648,0.0,Everyone,1.3,9
RunGunJumpGun,Game,4.0,60,291038,2.99,Everyone 10+,1.0.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Diamond Story: Jewelry Quest,Game,4.5,683,107376,0.0,Everyone,1.1.2,16
,None,0.0,0,0,0.0,Unrated,,1
LEGO® City My City 2,Game,3.5,424,490951,0.0,Everyone,17.0.631,19
,None,0.0,0,0,0.0,Unrated,,1
The Game of Life,Game,4.5,2298,305483,2.99,Everyone,1.8.5,1
Bob the Builder™: Build City,Game,3.5,11,230901,2.99,Everyone,1.2,6
ANSELFIE - emojis by Ansel,Utilities,4.5,13,53998,2.99,Everyone,1.8,1
Steps,Game,4.5,361,70959,0.0,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Funny Face - Filters Swap Effects Pic for Snapchat,Lifestyle,4.0,2471,154999,0.0,Everyone,1.9,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
镜花奇缘 - 最新诛仙类卡牌传奇手游游戏,Game,0.0,0,319483,0.0,Teen,1.3.4,1
,None,0.0,0,0,0.0,Unrated,,1
Natoo,Entertainment,0.0,0,54135,0.0,Everyone,1.0.6,2
妙资理财（九周年版)-高收益理财投资平台,Finance,0.0,0,31624,0.0,Everyone,3.0.51,2
妙资理财-福利版（年化14.8%注册送1万体验金）,Finance,0.0,0,31624,0.0,Everyone,3.0.60,2
Endless Ducker,Game,4.0,639,159752,0.0,Everyone,1.0.2,1
,None,0.0,0,0,0.0,Unrated,,1
Rhinbo - Endless Runner Game,Game,4.0,391,154710,0.0,Teen,1.0.1.5,1
面白ニュースを超快適に読める!!まとめのまとめMM,Entertainment,0.0,0,56349,0.0,Mature 17+,3.7,1
Human Anatomy Atlas 2017 - Complete 3D Human Body,Medical,4.5,73,979960,24.99,Teen,2017.3.35,7
Creatures Mod for Minecraft PC Game Edition - Mods Pocket Guide,Utilities,4.0,311,30298,1.99,Teen,1.0,1
City Maps for Minecraft PE - Best Maps for Minecraft Pocket Edition (MCPE),Entertainment,3.5,536,11083,1.99,Everyone,1.0,1
KORG iWAVESTATION,Music,4.5,47,75792,29.99,Everyone,1.0.1,1
Oh...Sir! The Insult Simulator,Game,4.5,242,190519,1.99,Teen,4.0,1
おじクエ - OJISAN QUEST - タップRPG -,Game,0.0,0,53107,0.0,Everyone,1.11,1
Shopkins: Chef Club,Game,4.5,2881,277154,0.0,Everyone,1.1.9,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
ENYO,Game,3.5,163,95228,0.0,Everyone 10+,1.0.3,1
Agricola All Creatures Big and Small,Game,4.0,35,160331,4.99,Everyone,1.41,1
Wordalot – Picture Crossword,Game,4.5,3383,166720,0.0,Everyone,4.420,1
,None,0.0,0,0,0.0,Unrated,,1
Bowmasters - Top Multiplayer Bowman Archery Game,Game,4.5,159323,164000,0.0,Teen,2.4,1
Bloons Supermonkey 2,Game,4.5,599,208455,0.99,Everyone 10+,1.3,18
,None,0.0,0,0,0.0,Unrated,,1
Gabbymoji,Entertainment,4.0,18,9691,1.99,Everyone,1.0.1,1
PIN Genie Vault – Secret photo album & Password,Utilities,4.0,34,96621,0.0,Mature 17+,1.1.7,3
Super City: Special Edition,Game,4.5,78,65575,4.99,Teen,1.1.4,16
,None,0.0,0,0,0.0,Unrated,,1
Stop Curry,Game,4.5,250,67836,0.0,Everyone,1.0.3,1
Lollipop: Sweet Taste Match3,Game,4.5,2861,150807,0.0,Everyone,1.4.7,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
ここに墓を建てよう,Game,0.0,0,68612,0.0,Everyone,1.3,1
,None,0.0,0,0,0.0,Unrated,,1
Burger Jump,Game,4.5,145,86596,0.0,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
激おこ!! はじめしゃちょー　なんなんですか!?,Game,5.0,1,211661,0.0,Everyone 10+,1.0.4,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Fun Run Arena - Online Multiplayer Running Game,Game,4.5,4116,294744,0.0,Teen,1.9,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Talented Pets Show,Game,4.0,108,82972,0.0,Everyone,1.0,1
Fantasy Football Coach,Game,3.0,29,145700,0.0,Everyone 10+,2.0,1
Pea – The Premature Ejaculation App,Health & Fitness,1.5,9,34085,3.99,Mature 17+,2.0,1
Moji Edit- Your Custom Emoji Avatar Face,Utilities,3.5,238,56797,0.0,Everyone,1.3,1
Virtual Reality Moon for Google Cardboard VR,Game,3.0,109,105992,0.0,Everyone,0.9,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
GeniusTest！天才てすと,Entertainment,0.0,0,19536,0.0,Mature 17+,1.0.0,1
,None,0.0,0,0,0.0,Unrated,,1
炎上なう -つぶやきSNS風シミュレーションゲーム-,Game,0.0,0,49246,0.0,Everyone 10+,1.1.8,2
Test your color IQ！カラーIQ診断テスト２,Entertainment,0.0,0,17693,0.0,Mature 17+,1.0.0,1
,None,0.0,0,0,0.0,Unrated,,1
Chick Go & Climb,Game,4.5,10,55657,0.0,Everyone,1.7.2,8
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Pango Build City,Game,4.5,21,125467,2.99,Everyone,1.0,1
面倒だがトリあえずキーボード ～ さわりたくなるキーボード,Utilities,0.0,0,87080,0.99,Everyone,1.0.1,1
アキラメロン【メロンを受け止める、チョイムズゲー】,Game,0.0,0,135170,0.0,Everyone,1.0.3,1
Moasure - the smart tape measure,Utilities,3.0,35,58884,2.99,Everyone,1.1.6,7
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Bowmasters (Ad Free) - Top Multiplayer Bowman Game,Game,4.5,1608,164000,3.99,Teen,2.4,1
,None,0.0,0,0,0.0,Unrated,,1
Auralux: Constellations,Game,4.5,2354,112653,0.0,Everyone,1.09,7
PolitiCats: Awesome Clicker Game,Game,4.5,2938,304375,0.0,Everyone,2.7.2,1
Escape from the music room in the school.,Game,4.0,1,99691,0.0,Everyone,1.0.2,1
Water Bottle Flip AK 2016,Game,2.5,93,78622,0.0,Everyone 10+,1.5,1
,None,0.0,0,0,0.0,Unrated,,1
Dumb Ways JR Madcap's Plane,Education,3.5,3,110077,1.99,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Toca Hair Salon 3,Education,4.5,314,129079,2.99,Everyone,1.2,18
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
"PS Deals+ - Games Price Alerts for PS4, PS3, Vita",News & Magazines,5.0,28,70203,2.99,Everyone 10+,2.2.1,2
Redungeon,Game,4.5,1821,76619,0.0,Teen,3.0,1
Out There Chronicles - Ep. 1,Game,4.0,87,108594,1.99,Teen,1.0.3,2
Primordia,Game,4.5,49,1537772,4.99,Everyone 10+,1.0,1
NARUTO SHIPPUDEN: Ultimate Ninja Blazing,Game,4.5,6426,189709,0.0,Everyone 10+,1.5.10,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
【脱出ゲーム】絶対に最後までプレイしないで 〜謎解き＆ブロックパズル〜,Game,0.0,0,77551,0.0,Teen,1.3,1
MARVEL Tsum Tsum,Game,4.5,838,117726,0.0,Everyone,2.9.0,8
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Athlete Shave Salon Games,Game,4.0,3815,62823,0.0,Everyone 10+,1.4,1
,None,0.0,0,0,0.0,Unrated,,1
Rubek,Game,4.5,48,85164,1.99,Everyone,1.1,1
Tap Titans 2,Game,4.5,9122,511670,0.0,Everyone,1.5.0,1
Haunted Hotel: The X (Full),Game,4.5,83,1153353,6.99,Everyone 10+,1.0.0,5
Cubicle.,Game,4.0,38,87667,0.0,Everyone,1.0,1
無料アプリ暇つぶしゲーム【BOKEMON】〜トボケモンスターを進化させるで〜,Game,0.0,0,96265,0.0,Everyone,1.0.2,1
PINKFONG Birthday Party,Education,3.5,70,69751,0.0,Everyone,9.0,11
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Shopkins: Shoppie Dash!,Game,4.5,278,192231,3.99,Everyone,1.2.1,3
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Casino Girl-お金稼ぎ美少女育成ゲーム-,Game,0.0,0,45024,0.0,Teen,1.0.4,1
航海帝国HD 唯一正版授权 传承经典 统御大航海强者时代,Game,0.0,0,114208,0.99,Everyone,1.2.20,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
JOEMOJI Keyboard,Entertainment,4.5,53,29841,0.99,Everyone,1.1,1
,None,0.0,0,0,0.0,Unrated,,1
Blocky Racer - Endless Arcade Racing,Game,4.5,1122,150992,0.0,Everyone,2.0,1
Octonauts,Education,3.5,14,513771,3.99,Everyone,1.0.1,1
Road Not Taken,Game,4.5,291,274795,4.99,Everyone 10+,1.0.8,1
Cafe Story - Play Cooking & Farming Game,Game,5.0,1498,116981,0.0,Everyone,1.1.55,2
Zap Zombies,Game,4.0,145,228882,0.0,Everyone 10+,1.8,3
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Buffalo Slots - Royal Casino Fun Slot Machines!,Game,5.0,3153,81576,0.0,Teen,1.2.2,1
ブリ猫,Game,0.0,0,41528,0.0,Teen,1.0.1,1
今日、彼女が死んだ,Game,0.0,0,33209,0.0,Everyone 10+,1.0.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Soccer Cup Championship 2016,Game,5.0,2,68205,0.0,Everyone,1.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
ひとりぼっち惑星,Game,0.0,0,74806,0.0,Teen,1.2.0,1
Vampire Legends: Untold Story of Elizabeth (Full),Game,3.0,50,1031653,6.99,Everyone 10+,1.0.6,3
Moji Maker™,Entertainment,4.0,4553,159161,1.99,Everyone,2.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Station Manager,Game,3.5,35,213410,4.99,Everyone,1.10,4
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Zombie Town Story,Game,4.0,22,252352,0.0,Teen,1.0.2,5
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
SnapMatch - Single and Group Matching,Lifestyle,1.5,12,38171,0.0,Mature 17+,1.0.5,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
江湖风云录-超自由武侠剧情角色扮演手游,Game,4.5,13,49652,0.99,Teen,4.58,1
Chef Siblings - Island Restaurant,Game,4.0,56,111013,0.0,Everyone,1.0,1
PetMOJI – Character Creator & Emoji Keyboard,Entertainment,3.0,244,23908,0.0,Everyone,1.0.3,1
,None,0.0,0,0,0.0,Unrated,,1
Samorost 3,Game,4.0,421,1329823,4.99,Everyone 10+,1.2,16
GIFYme - Create video loops and gifs with amazing filters for Whatsapp and Instagram,Photo & Video,3.5,65,31382,0.0,Everyone,5.0,5
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Soccer Stadium Sports Car & Bus Parking Simulator 3D Driving Sim,Game,4.0,126,268843,0.0,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
"April - Layouts, Photo Collage, and Poster Maker",Photo & Video,4.5,165,56849,0.0,Everyone,2.4.4.1,10
Special Version - Explain Everything™ Whiteboard,Education,4.5,27,152740,15.99,Everyone,1.92,17
,None,0.0,0,0,0.0,Unrated,,1
Flood of Light,Game,5.0,14,578062,1.99,Everyone,2.1.3,3
ゲーム攻略「SGGP」掲示板、SNSな友達出会い,Social,0.0,0,22735,0.0,Everyone 10+,1.1.1,2
Archery King,Game,4.5,8905,133175,0.0,Everyone,1.0.14,15
犯人は僕です。－謎解き×探索ノベルゲーム－,Game,0.0,0,53682,0.0,Mature 17+,1.0.1,16
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Virtual Reality Roller Coaster for Google Cardboard VR,Game,4.0,77,119512,0.0,Everyone,0.2,1
,None,0.0,0,0,0.0,Unrated,,1
MackMoji by Christy Mack,Entertainment,4.0,11,11546,1.99,Everyone 10+,1.0,1
"Please, Don't Touch Anything 3D",Game,4.0,5,468603,5.99,Everyone 10+,1.3,1
Grim Tales: The Heir - A Mystery Hidden Object Game (Full),Game,4.5,87,984101,6.99,Everyone 10+,1.0.0,5
,None,0.0,0,0,0.0,Unrated,,1
CelebrityDiagnosis!,Photo & Video,0.0,0,13968,0.0,Everyone,1.0.2,2
[GP]パチスロ ヱヴァンゲリヲン〜決意の刻〜(パチスロゲーム),Game,0.0,0,1239953,0.0,Teen,1.0.0,1
,None,0.0,0,0,0.0,Unrated,,1
Multi Level Car Parking 5 a Real Airport Driving Test Simulator,Game,4.5,365,238359,0.0,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
Angry Birds Blast,Game,4.5,24878,129589,0.0,Everyone,1.3.5,12
Make More!,Game,4.5,5134,35957,0.0,Everyone 10+,1.4.1,11
Light On,Game,4.5,191,212279,0.0,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
なっとう-人気の納豆育成ゲーム-,Game,0.0,0,44748,0.0,Everyone,2.0.1,1
NBAmoji,Sports,3.5,89,12728,0.0,Everyone,1.5.2,1
,None,0.0,0,0,0.0,Unrated,,1
"Prisma: Photo Editor, Art Filters Pic Effects",Photo & Video,4.5,15060,76442,0.0,Everyone 10+,3.3.1,2
Duck Roll,Game,4.5,154,59053,0.0,Everyone,1.2.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
ShadeMoji by The Shade Room,Entertainment,4.5,108,81028,0.99,Teen,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
WIND runner adventure,Game,4.5,253,332139,0.0,Everyone,1.11,17
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Javelin Masters 3,Game,4.5,430,134029,0.0,Everyone,1.6.0,11
NBC Sports Scores,Sports,2.0,428,61116,0.0,Everyone,2.3,1
,None,0.0,0,0,0.0,Unrated,,1
Fish Fist,Game,4.5,146,66196,0.0,Everyone 10+,1.1.0,11
Suicide Squad: Special Ops,Game,4.5,6551,363020,0.0,Teen,1.1.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
"Dr. Decks for ""Clash Royale""",Game,4.0,9,70156,0.99,Everyone,4.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Crazy Circle,Game,4.5,98,39796,0.0,Everyone,1.0.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
罪と罰2 -犯人は誰だ!?- 謎解き推理ミステリーサスペンス,Books & Reference,0.0,0,42300,0.0,Teen,1.0.4,1
,None,0.0,0,0,0.0,Unrated,,1
