App,Category,Rating,Reviews,Size in KB,Price,Content Rating,Current Version,Number of Languages
AKUMA大戦 -悪魔を合体召喚して魔王を育成する放置ゲーム-,Game,0.0,0,69208,0.0,Everyone,1.2.2,1
,None,0.0,0,0,0.0,Unrated,,1
NeverKnew - Game night is back,Game,4.0,25,39054,0.0,Everyone 10+,1.2.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Tank.io war - Free Classic Tank games,Game,4.5,3219,24354,0.0,Everyone,1.4.1,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Ketchapp Soccer,Game,4.0,339,63180,0.0,Everyone,1.1.1,1
,None,0.0,0,0,0.0,Unrated,,1
なぞって冒険！きゅるるんくまのパズルリンク,Game,0.0,0,62493,0.0,Everyone,1.1,1
"求恋爱 专业版-高端恋爱相亲婚恋交友神器,同城寂寞单身男女聊天约会找对象平台",Social,0.0,0,46567,0.99,Mature 17+,2.0.0,1
暇つぶしに人気  脳トレ パズルゲーム　- LINK,Game,0.0,0,103812,0.0,Everyone,1.4,1
Lost Fishy Ultimate Challenge,Game,4.5,3,102046,0.99,Everyone,1.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Arcane Online - Fantasy MMORPG,Game,4.5,285,93643,0.0,Teen,2.2.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Magic Nightfall,Game,4.5,164,197048,0.0,Everyone,1.5.0,30
,None,0.0,0,0,0.0,Unrated,,1
Magic Mansion,Game,3.0,255,44227,0.0,Everyone 10+,1.0.1,1
梦幻西游互通版,Game,4.5,25,2057722,0.0,Everyone,3.0.5,1
Is-it Love ? Ryan (Visual Novel),Game,4.5,539,146797,0.0,Teen,1.2.118,1
Dinos Jump - Dinosaur action game for kids,Game,0.0,0,60285,2.99,Everyone,1.3.10,1
Jurassic GO - Dinosaur Snap Adventures,Game,5.0,477,331335,3.99,Everyone,1.0.1,11
PlayKids Learn - Learning through play,Education,2.5,49,410715,0.0,Everyone,1.5.1,7
Cube Skip,Game,4.5,298,125918,0.0,Everyone,1.0.2,1
Blue Apprentice Elementary Science Game by Galxyz,Education,4.0,79,383986,0.0,Everyone,1.7,33
High 5 Vegas - Hit Slots Casino,Game,4.5,541,157871,0.0,Teen,1.5.8,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
PHAROS Earth,Entertainment,4.5,383,409825,0.0,Everyone,3.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
EXORUN,Game,4.0,234,75174,0.0,Everyone,1.3.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Amusement Park Tour,Game,4.5,506,94867,0.0,Everyone,1.6,16
Hero Siege: Pocket Edition,Game,2.5,68,282289,9.99,Teen,1.8.5,1
,None,0.0,0,0,0.0,Unrated,,1
Music Player - Play Unlimited Songs from YouTube!,Entertainment,4.0,53,12244,0.0,Mature 17+,1.1,1
,None,0.0,0,0,0.0,Unrated,,1
Switchy Sides,Game,4.5,109,61278,0.0,Everyone,1.0.1,1
SnapType Pro,Education,4.5,37,33778,4.99,Everyone,4.1.10,3
"Princess Face Paint - Girls Makeup, Dressup and Makeover Games",Game,4.0,45,98643,0.0,Everyone,1.0,2
Mystery of the Ancients: Mud Water Creek (Full),Game,4.5,127,1145312,6.99,Everyone 10+,1.0.2,5
,None,0.0,0,0,0.0,Unrated,,1
Danse Macabre: Lethal Letters - A Mystery Hidden Object Game (Full),Game,4.5,57,771726,6.99,Everyone 10+,1.0.0,5
,None,0.0,0,0,0.0,Unrated,,1
金庸群侠传—全自由单机武侠RPG,Game,5.0,85,248950,0.0,Everyone 10+,2.01,1
Nukleus,Game,4.5,210,29727,0.0,Everyone,1.1.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
My Town : Beauty Spa Saloon,Entertainment,4.0,56,296504,2.99,Everyone,1.0,1
Blitz Survival Games - Multiplayer Pixel Master Mini Games,Game,3.0,24,180251,0.99,Everyone 10+,2.0,1
Babysitter Craziness - Fun Kids Game,Game,4.0,169,95670,0.0,Everyone,1.1,11
万年历-日历农历黄历天气,Utilities,0.0,0,109180,0.0,Teen,4.5.3,3
,None,0.0,0,0,0.0,Unrated,,1
All Star Quarterback 17 - Football Lifestyle Sim,Game,4.5,521,110787,0.0,Teen,1.4,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Bulb Boy,Game,4.5,49,587630,2.99,Teen,1.14,1
烈焰王座HD - 卡牌与挂机结合的养成放置游戏,Game,5.0,1,68639,0.99,Teen,1.2,2
Attenborough Story of Life,Entertainment,4.5,59,152133,0.0,Teen,1.0.3,1
Tina's Diary - Star Fever,Game,4.0,139,107933,0.0,Everyone,1.0,1
Rolly Worms,Game,3.5,135,146486,0.0,Everyone 10+,1.0.1,1
Frantic Ball,Game,5.0,1,196617,0.0,Everyone,1.0.2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
流しそうめんエクストリーム,Game,0.0,0,152903,0.0,Everyone,1.0.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
トクバイ - チラシアプリ／スーパーの特売情報で節約 -,Lifestyle,0.0,0,73978,0.0,Everyone,2.2.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Tank.IO War - Free Tank games of snake,Game,5.0,9259,25571,0.0,Everyone,1.1.2,2
WeDJ for iPad,Music,4.0,10,29427,4.99,Everyone,1.1.1,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Color Bots,Game,4.5,164,190457,0.0,Teen,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
VR Crazy Bike Race: Traffic Racing Free,Game,1.5,29,171485,0.0,Everyone,2.5,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Dice Crush,Game,5.0,7,180950,0.0,Everyone,1.0.3,2
Cubway,Game,4.5,58,360722,0.0,Everyone,1.2.4,1
,None,0.0,0,0,0.0,Unrated,,1
Amusement Park Fair Ground Circus Trucker Parking Simulator,Game,4.0,81,357691,0.0,Everyone,1.0.1,1
,None,0.0,0,0,0.0,Unrated,,1
Rogue Ninja,Game,5.0,99,181551,0.0,Teen,1.7,1
Nerve - Do You Dare?,Entertainment,2.0,219,173320,0.0,Teen,1.02,1
"BeCasso – Watercolor & Oil Paintings, Comic Effect",Photo & Video,4.5,39,77242,1.99,Everyone,1.2.2,8
WoW Legion Companion,Entertainment,3.0,1019,286431,0.0,Everyone 10+,1.2.1,4
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Escape the Cake Café,Game,5.0,7,33091,0.0,Everyone,1.0.1,2
Roller Coaster Simulator - Draw and Simulate!,Game,4.5,7,156507,0.0,Teen,2.1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
REVERSI ZERO - free classic game,Game,0.0,0,36559,0.0,Everyone,1.0.1,1
Hillarymoji,Entertainment,3.5,42,32003,0.0,Mature 17+,2.0,1
Archangel Michael Guidance - Doreen Virtue,Lifestyle,4.5,338,116185,3.99,Everyone,1.5.2,2
Robbiemoji by Robbie Williams,Entertainment,0.0,0,10221,1.99,Teen,1.0.5,1
口袋全明星,Game,0.0,0,219799,0.0,Teen,1.0.0,1
,None,0.0,0,0,0.0,Unrated,,1
Are you a psychopath? 怖い心理テスト,Entertainment,0.0,0,38904,0.0,Everyone 10+,1.0.0,1
Nanuleu,Game,4.0,65,131196,2.99,Everyone 10+,2.01,5
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Z Buster,Game,4.0,301,480581,0.0,Everyone 10+,1.4,1
,None,0.0,0,0,0.0,Unrated,,1
勇士与魔龙,Game,0.0,0,199591,0.0,Everyone,1.0.8,0
Team GB Live,Sports,3.0,1,51559,0.0,Everyone,1.4,5
Thomas & Friends: Magical Tracks - Kids Train Set,Entertainment,4.0,389,308592,0.0,Everyone,1.3,8
Dictator: Emergence,Game,4.0,567,149266,0.0,Teen,1.0.10,1
Peppa Pig: Sports Day,Entertainment,2.5,42,262830,2.99,Everyone,1.1.5,9
Rings.,Game,4.5,538,85477,0.0,Everyone,1.3.2,1
Space by Tinybop,Education,4.5,26,332977,2.99,Everyone,1.0.3,58
Me by Tinybop,Education,5.0,36,192496,2.99,Everyone,1.0.2,58
The Counter Of Death,Game,4.5,719,57303,0.0,Teen,1.55,10
Coin Dozer: Haunted,Game,4.5,704,162514,0.0,Teen,1.10,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
ねこみっけ - おもしろい人気無料ゲーム,Game,5.0,1,99002,0.0,Everyone,1.4,2
Super Atomic,Game,4.5,2638,22029,0.0,Everyone,1.4,1
,None,0.0,0,0,0.0,Unrated,,1
Taxi Sim 2016,Game,4.5,3026,281550,0.0,Everyone,1.4.0,1
Epic Jackpot Slots: Slot Machines & Bonus Games,Game,5.0,2291,181364,0.0,Teen,1.111,10
Mini Synthesizer,Music,4.5,26,49390,4.99,Everyone,1.1.0,1
Mini Synthesizer for iPhone,Music,3.0,21,56054,2.99,Everyone,1.1.0,1
Colorpede,Game,4.0,90,31710,0.0,Everyone,1.2.0,12
Sorcery! 4,Game,4.5,60,464706,4.99,Teen,1.1.1,1
EA SPORTS™ FIFA 17 Companion,Game,4.0,1137,41966,0.0,Everyone,17.0.2,7
トリセツメーカー２　トリセツ診断,Entertainment,0.0,0,16157,0.0,Mature 17+,1.0.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Brick Splits,Game,4.5,1077,62238,0.0,Everyone,2.8,1
,None,0.0,0,0,0.0,Unrated,,1
爆笑アプリ！人気無料ゲーム kimazui gacha,Game,0.0,0,95218,0.0,Teen,1.2,2
,None,0.0,0,0,0.0,Unrated,,1
Soccer Puzzle for Brain Training -SoccerStrike-,Game,0.0,0,80323,0.0,Everyone,1.1.0,43
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
A Busy Day for Elmo: Sesame Street Video Calls,Game,2.5,3,235222,0.99,Everyone,1.0,1
Superkick Party,Game,4.5,27,30906,1.99,Everyone 10+,1.1,16
Candy's Vacation - Beach Hotel,Game,4.5,105,96538,0.0,Everyone,1.0,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
【業界初成長マップ搭載！ねこ育成マト当てパズルRPG】たまねこウォーズ,Game,0.0,0,259817,0.0,Everyone,1.0.9,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Highlights™ Shapes - Preschool Learning Puzzles,Education,4.5,90,88216,0.0,Everyone,1.2.1,3
,None,0.0,0,0,0.0,Unrated,,1
無料ゲーム HANABI ON LINE 花火（ハナビ）パズル,Game,0.0,0,108262,0.0,Everyone,1.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Microsoft Pix Camera,Photo & Video,4.0,678,131016,0.0,Everyone,1.0.32,9
Content Transf,Productivity,4.5,299,29114,0.0,Everyone,3.5.0,1
Kerflux,Game,4.5,1648,58624,0.0,Everyone,1.1.2,1
,None,0.0,0,0,0.0,Unrated,,1
"Cloud Play Pro - Music Player & Streamer for Dropbox, Google Drive, OneDrive, Box and iPod Library",Music,3.0,1,4485,0.99,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
1-Bit Rogue: A dungeon crawler RPG!,Game,4.5,378,64439,0.0,Teen,1.3,1
InstaSave for Instagram - Download & Repost your own Videos & Photos for Free,Photo & Video,4.0,243,11674,0.0,Teen,1.0.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Super Powerboy,Game,4.5,99,1115999,1.99,Teen,1.0.1,1
脱出ゲーム - KINDERGARTEN - 子供にイタズラされたリビングからの 脱出,Game,2.0,1,69039,0.0,Everyone,1.2.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
The EO Bar,Health & Fitness,5.0,247,41403,6.99,Everyone,1.2.2,1
,None,0.0,0,0,0.0,Unrated,,1
Pocket Arcade Story,Game,3.5,41,189608,4.99,Everyone 10+,1.02,4
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
FeedNews: AI curated social news for productivity,News & Magazines,3.0,73,37828,0.0,Mature 17+,2.6,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
懸賞ソリティア-ギフト券/ギフトコードGETでお小遣いが稼げる定番ソリティアクロンダイク,Game,0.0,0,41567,0.0,Mature 17+,1.0.5,2
Dr. Oz,Health & Fitness,2.0,99,81666,0.0,Mature 17+,2.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Hop Swap,Game,4.5,144,170190,0.0,Everyone 10+,2,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Forest Rescue 2: Friends United Match 3 Puzzle,Game,5.0,1505,88672,0.0,Everyone,1.75,1
Motor World: Bike Factory,Game,4.5,960,81243,0.0,Everyone 10+,1.300,1
,None,0.0,0,0,0.0,Unrated,,1
Atomic Super Lander,Game,4.0,47,222874,2.99,Everyone 10+,1.1,1
Escape from many tutoring school of test.,Game,4.0,1,106914,0.0,Everyone,1.0,1
Mafia III: Rivals,Game,3.0,198,173031,0.0,Mature 17+,1.0.226816,1
,None,0.0,0,0,0.0,Unrated,,1
Piggy Boom,Game,4.5,1918,121419,0.0,Everyone,2.10.1,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
如意夺宝,Shopping,0.0,0,24030,0.0,Mature 17+,3.0.0,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Troll Face Quest Video Games,Game,4.5,2118,72438,0.0,Teen,1.11,16
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
The Curio Society: New Order HD (Full) - Adventure,Game,4.5,58,1364120,6.99,Everyone 10+,1.0,4
,None,0.0,0,0,0.0,Unrated,,1
Chat for Pokemon Go - GoChat,Social,2.0,500,18925,0.0,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
逆战仙魔 大圣萌仙全民跨服千人即时PK,Game,0.0,0,146436,0.99,Everyone,1.0.2,1
,None,0.0,0,0,0.0,Unrated,,1
airweave sleep analysis,Health & Fitness,0.0,0,29999,0.0,Teen,1.3.7,2
Arthur's Adventures-Road of Glory:Pocket Edition,Game,5.0,18,140864,0.99,Everyone 10+,1.1.2,2
Trucker Parking Simulator 2 a Real Monster Truck & Lorry Driving Test,Game,4.0,101,358992,0.0,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
スーパーストリートファイターIV パチスロエディション,Game,0.0,0,2002585,14.99,Teen,1.0.0,1
,None,0.0,0,0,0.0,Unrated,,1
Flick Soccer 17,Game,4.0,217,83832,0.0,Everyone,1.0,1
Bangers Unlimited 2,Game,0.0,0,242437,3.99,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Age of Heroes: Conquest,Game,4.5,468,65469,0.0,Teen,1.0.833,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
LOST MAZE,Game,3.5,130,226843,0.0,Everyone,1.4.0,6
,None,0.0,0,0,0.0,Unrated,,1
目の錯覚で性格診断,Entertainment,0.0,0,27525,0.0,Everyone,1.0.6,1
,None,0.0,0,0,0.0,Unrated,,1
僕の彼女が誘拐された。,Game,0.0,0,77212,0.0,Everyone 10+,1.3,1
,None,0.0,0,0,0.0,Unrated,,1
The Higher Lower Game,Game,4.5,924,76716,0.0,Teen,1.4.9,1
Mebo,Entertainment,3.0,64,339686,0.0,Everyone 10+,1.6,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Addictive Pro,Music,4.5,12,43658,19.99,Everyone,1.2.1,1
,None,0.0,0,0,0.0,Unrated,,1
Apple Support,Utilities,4.0,388,110385,0.0,Everyone,1.1.1,13
WiFox,Travel & Local,3.0,34,3180,1.99,Everyone,12,28
Donut Dazzle,Game,5.0,2317,65595,0.0,Everyone,1.3,1
,None,0.0,0,0,0.0,Unrated,,1
Pixel Strike-Sniper zombies shooting games,Game,4.0,42,165691,0.0,Teen,4.0,1
虫虫大作战-经典休闲蛇蛇,Game,4.5,57,176500,0.0,Everyone,1.7.4,1
Trump Bounce,Game,4.0,105,68929,0.0,Everyone,1.1,1
,None,0.0,0,0,0.0,Unrated,,1
脱出ゲーム 学校の食堂からの脱出,Game,0.0,0,94801,0.0,Everyone,1.1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Leveled!,Game,4.5,897,105438,0.0,Everyone,1.4,1
Geekbench 4,Utilities,4.0,87,92825,0.99,Everyone,4.1.0,1
New Furniture Mods - Pocket Wiki & Game Tools for Minecraft PC Edition,Books & Reference,4.5,17588,52959,0.0,Everyone,1.0,2
SPEED:3D Racing,Game,0.0,0,127711,0.0,Everyone,1.1,0
MapFan(マップファン) – 渋滞情報/オービス/オフライン対応の本格カーナビ,Maps & Navigation,0.0,0,117473,0.0,Everyone,1.0.4,1
,None,0.0,0,0,0.0,Unrated,,1
PPTAN,Game,5.0,8,165874,0.99,Everyone,1.0.3,2
ハニーズアプリ,Shopping,0.0,0,4732,0.0,Everyone,1.5,1
,None,0.0,0,0,0.0,Unrated,,1
F1 2016,Game,4.0,343,2532376,4.99,Everyone,1.0.6,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
francetv JO – Regarder les Jeux Olympiques de Rio 2016,Sports,0.0,0,52232,0.0,Everyone,1.1,1
抢火车票 for 12306火车票官网,Travel & Local,0.0,0,46416,0.0,Everyone,7.6.0,2
,None,0.0,0,0,0.0,Unrated,,1
SKK アクション ブロック崩し,Game,0.0,0,98817,0.0,Mature 17+,1.0,1
もこうもこもこ,Game,0.0,0,105058,0.0,Everyone 10+,1.0.3,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
FoodSpect - Restaurant Inspections,Food & Drink,4.0,17,11452,0.99,Everyone,1.1.0,1
Kahoot! Play Fun Learning Games,Education,3.5,300,19548,0.0,Everyone,1.0.3,1
,None,0.0,0,0,0.0,Unrated,,1
Dead Shell: Roguelike RPG,Game,3.5,29,92187,2.99,Teen,1.0.14,1
シュッと描いてポンッ!（シュポン）物理パズル脳トレ,Game,0.0,0,37910,0.0,Everyone,1.1.0,1
Montessori Nature,Game,5.0,1,199166,2.99,Everyone,1.5.1,1
Uber Driver,Business,3.0,3289,162263,0.0,Everyone,3.158.1,37
Drop Out!,Game,4.0,125,48784,0.0,Everyone,1.9.1,1
Paperback: The Game,Game,4.0,80,55676,3.99,Everyone,1.0.6,1
Circuroid,Game,4.5,342,103378,0.0,Everyone,1.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Open House London 2016,Travel & Local,2.0,1,7297,3.99,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
LUMINES PUZZLE & MUSIC,Game,4.5,263,114325,2.99,Everyone,2.1.0,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Never Hillary Clinton,Game,5.0,207,58260,0.99,Everyone 10+,1.2,1
Automatic Call Recorder™ Pro Calls Made with app,Productivity,3.5,123,16818,4.99,Everyone,1.2.9,16
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
脳トレ爽快パズル 激ムズ！和のひとふで書き Line,Game,0.0,0,36271,0.0,Everyone,1.8,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
"Baby Boss - Care, Dress Up and Play",Game,4.5,616,266678,0.0,Everyone,1.5,11
,None,0.0,0,0,0.0,Unrated,,1
"Wedding Planner - Dress Up, Makeup & Cake Design",Game,4.0,346,266102,0.0,Everyone,1.0.4,11
Sago Mini Babies Dress Up,Education,4.0,115,57439,0.0,Everyone,1.3,1
Sago Mini Planes,Education,4.5,21,106796,2.99,Everyone,1.1,1
DRAGONS MODS FREE for Minecraft PC Game Edition,Catalogs,4.0,2027,86984,0.0,Everyone,1.1,1
MyFantasyLeague Manager 2016 by RotoWire,Sports,3.0,15,23758,2.99,Mature 17+,1.1.1,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Bridge,Game,4.0,128,100835,0.0,Everyone,1.1.1,1
Slots: Fast Fortune Slot Machines & Fun Slot Games,Game,5.0,1474,168288,0.0,Teen,1.111,10
,None,0.0,0,0,0.0,Unrated,,1
Wi-Fiミレル,Utilities,0.0,0,30086,0.0,Everyone,1.1.1,1
超特訓！トミックゲーム！！,Game,0.0,0,248943,0.0,Everyone,1.0.3,1
SAMURAI SCHEMA -幕末維新戦記- サムライスキーマ 本格派育成放置ゲーム,Game,0.0,0,177617,0.0,Teen,1.4.2,1
Funny Face Pro - 2000+ Stickers Pics Photos Editor,Photo & Video,3.5,62,306835,1.99,Everyone,1.8,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Face Up - The Selfie Game,Game,4.0,21,52106,0.0,Everyone,2.0.0,13
Samurai of Hyuga Book 2,Game,4.5,74,73325,5.99,Teen,1.0.2,1
The Complete Fairytale Play Theater,Education,5.0,13,464015,4.99,Everyone,1.1,8
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Legacy of Discord - Furious Wings,Game,4.5,4618,154840,0.0,Teen,1.1.3,14
Linia,Game,4.0,271,87257,1.99,Everyone,1.4,7
Eric Carle’s Brown Bear Animal Parade,Education,2.5,15,95812,1.99,Everyone,1.2,11
,None,0.0,0,0,0.0,Unrated,,1
Artie's Magic Pencil,Education,3.5,139,295772,2.99,Everyone,2.2,14
,None,0.0,0,0,0.0,Unrated,,1
MUTANT CREATURES MODS for Minecraft PC - Best Pocket Wiki Edition & Installation Tools,Entertainment,4.0,452,86775,0.0,Everyone,1.0,1
LUCKY BLOCK MOD ™ for Minecraft PC Edition - The Best Pocket Wiki & Mods Installer Tools,Books & Reference,4.0,4693,86874,0.0,Teen,1.0,1
Pigu,Game,4.5,94,121892,0.0,Everyone,1.35,1
News Break - Local & World Breaking News & Radio,News & Magazines,4.0,173,57117,0.0,Teen,2.2.4,1
Light+ AnalogCam,Photo & Video,0.0,0,47337,0.99,Everyone,1.0,31
,None,0.0,0,0,0.0,Unrated,,1
Helper for Pokemon Go,Utilities,1.5,42,8382,0.0,Everyone,1.5.2,1
,None,0.0,0,0,0.0,Unrated,,1
Beach Volleyball 2016,Game,2.5,6,372767,0.99,Everyone,1.2.3 Build 19,1
,None,0.0,0,0,0.0,Unrated,,1
ISLANDS: Non-Places,Game,3.5,43,259855,2.99,Everyone,1.0,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Flowing ~ Meditation & Mindfulness,Health & Fitness,4.5,795,99457,1.99,Everyone,1.2,2
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Pixel Color Ball Fell From The Sky,Entertainment,5.0,6493,33778,0.0,Everyone,1.8,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
,None,0.0,0,0,0.0,Unrated,,1
Just Rolling,Game,4.5,776,147982,0.0,Everyone,3.2,1
